sample_id,sample_path,status,audio_ratio,changed_fields,old_values,new_values,reason
G_255,dataset\ground_ball\Codex_Workstation\G_255,auto_applied,4.545,,{},{},"strict timing, semantics, and adjudication gates passed"
G_256,dataset\ground_ball\Codex_Workstation\G_256,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_257,dataset\ground_ball\Codex_Workstation\G_257,auto_applied,6.594,"event_start,event_end","{""event_end"": ""2.040"", ""event_start"": ""1.940""}","{""event_end"": ""2.100"", ""event_start"": ""2.030""}","strict timing, semantics, and adjudication gates passed"
G_258,dataset\ground_ball\Codex_Workstation\G_258,auto_applied,12.350,"event_start,event_end","{""event_end"": ""2.040"", ""event_start"": ""1.940""}","{""event_end"": ""2.050"", ""event_start"": ""1.950""}","strict timing, semantics, and adjudication gates passed"
G_259,dataset\ground_ball\Codex_Workstation\G_259,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_260,dataset\ground_ball\Codex_Workstation\G_260,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_261,dataset\ground_ball\Codex_Workstation\G_261,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_262,dataset\ground_ball\Codex_Workstation\G_262,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_263,dataset\ground_ball\Codex_Workstation\G_263,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_264,dataset\ground_ball\Codex_Workstation\G_264,auto_applied,2.703,"event_start,event_end","{""event_end"": ""1.960"", ""event_start"": ""1.860""}","{""event_end"": ""1.930"", ""event_start"": ""1.830""}","strict timing, semantics, and adjudication gates passed"
G_265,dataset\ground_ball\Codex_Workstation\G_265,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_266,dataset\ground_ball\Codex_Workstation\G_266,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_267,dataset\ground_ball\Codex_Workstation\G_267,auto_applied,15.213,,{},{},"strict timing, semantics, and adjudication gates passed"
G_268,dataset\ground_ball\Codex_Workstation\G_268,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_269,dataset\ground_ball\Codex_Workstation\G_269,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_270,dataset\ground_ball\Codex_Workstation\G_270,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_271,dataset\ground_ball\Codex_Workstation\G_271,auto_applied,2.152,,{},{},"strict timing, semantics, and adjudication gates passed"
G_272,dataset\ground_ball\Codex_Workstation\G_272,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_273,dataset\ground_ball\Codex_Workstation\G_273,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_274,dataset\ground_ball\Codex_Workstation\G_274,manual_review,1.962,,{},{},local contact transient ratio 1.96 is below 2.00
G_275,dataset\ground_ball\Codex_Workstation\G_275,auto_applied,7.365,"event_start,event_end","{""event_end"": ""1.680"", ""event_start"": ""1.580""}","{""event_end"": ""1.690"", ""event_start"": ""1.590""}","strict timing, semantics, and adjudication gates passed"
G_276,dataset\ground_ball\Codex_Workstation\G_276,auto_applied,7.626,"event_start,event_end","{""event_end"": ""2.040"", ""event_start"": ""1.940""}","{""event_end"": ""2.030"", ""event_start"": ""1.930""}","strict timing, semantics, and adjudication gates passed"
G_277,dataset\ground_ball\Codex_Workstation\G_277,auto_applied,20.383,"event_start,event_end","{""event_end"": ""2.060"", ""event_start"": ""1.960""}","{""event_end"": ""2.050"", ""event_start"": ""1.950""}","strict timing, semantics, and adjudication gates passed"
G_278,dataset\ground_ball\Codex_Workstation\G_278,auto_applied,18.540,"event_start,event_end","{""event_end"": ""2.040"", ""event_start"": ""1.940""}","{""event_end"": ""2.050"", ""event_start"": ""1.950""}","strict timing, semantics, and adjudication gates passed"
G_279,dataset\ground_ball\Codex_Workstation\G_279,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_280,dataset\ground_ball\Codex_Workstation\G_280,auto_applied,7.920,,{},{},"strict timing, semantics, and adjudication gates passed"
