global_index,repair_batch_index,collector,sample_id,main_relative_path,before_event_start,before_event_end,after_event_start,after_event_end,outcome,category,action,first_pass_disposition,first_pass_model,independent_review_model,old_prefilter_status,old_primary_error
1023,185,Codex_Workstation,F_1129,dataset/fly_ball/Codex_Workstation/F_1129,1.610,1.710,1.623,1.723,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1022,186,Codex_Workstation,F_1128,dataset/fly_ball/Codex_Workstation/F_1128,5.850,5.950,1.243,1.343,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1021,187,Codex_Workstation,F_1127,dataset/fly_ball/Codex_Workstation/F_1127,2.330,2.430,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1020,188,Codex_Workstation,F_1126,dataset/fly_ball/Codex_Workstation/F_1126,1.970,2.070,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1019,189,Codex_Workstation,F_1125,dataset/fly_ball/Codex_Workstation/F_1125,1.970,2.070,1.977,2.077,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1018,190,Codex_Workstation,F_1124,dataset/fly_ball/Codex_Workstation/F_1124,1.970,2.070,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1017,191,Codex_Workstation,F_1123,dataset/fly_ball/Codex_Workstation/F_1123,1.970,2.070,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1016,192,Codex_Workstation,F_1122,dataset/fly_ball/Codex_Workstation/F_1122,1.970,2.070,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1015,193,Codex_Workstation,F_1121,dataset/fly_ball/Codex_Workstation/F_1121,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1014,194,Codex_Workstation,F_1119,dataset/fly_ball/Codex_Workstation/F_1119,1.710,1.810,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1013,195,Codex_Workstation,F_1118,dataset/fly_ball/Codex_Workstation/F_1118,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1012,196,Codex_Workstation,F_1116,dataset/fly_ball/Codex_Workstation/F_1116,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1011,197,Codex_Workstation,F_1115,dataset/fly_ball/Codex_Workstation/F_1115,0.690,0.790,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1010,198,Codex_Workstation,F_1114,dataset/fly_ball/Codex_Workstation/F_1114,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1009,199,Codex_Workstation,F_1113,dataset/fly_ball/Codex_Workstation/F_1113,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1008,200,Codex_Workstation,F_1112,dataset/fly_ball/Codex_Workstation/F_1112,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1007,201,Codex_Workstation,F_1110,dataset/fly_ball/Codex_Workstation/F_1110,1.950,2.050,1.172,1.272,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1006,202,Codex_Workstation,F_1109,dataset/fly_ball/Codex_Workstation/F_1109,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1005,203,Codex_Workstation,F_1108,dataset/fly_ball/Codex_Workstation/F_1108,1.950,2.050,1.172,1.272,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1004,204,Codex_Workstation,F_1107,dataset/fly_ball/Codex_Workstation/F_1107,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1003,205,Codex_Workstation,F_1106,dataset/fly_ball/Codex_Workstation/F_1106,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1002,206,Codex_Workstation,F_1105,dataset/fly_ball/Codex_Workstation/F_1105,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,source_recovery_required
1001,207,Codex_Workstation,F_1104,dataset/fly_ball/Codex_Workstation/F_1104,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1000,208,Codex_Workstation,F_1103,dataset/fly_ball/Codex_Workstation/F_1103,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
999,209,Codex_Workstation,F_1102,dataset/fly_ball/Codex_Workstation/F_1102,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
998,210,Codex_Workstation,F_1099,dataset/fly_ball/Codex_Workstation/F_1099,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
997,211,Codex_Workstation,F_1098,dataset/fly_ball/Codex_Workstation/F_1098,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
996,212,Codex_Workstation,F_1097,dataset/fly_ball/Codex_Workstation/F_1097,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
995,213,Codex_Workstation,F_1096,dataset/fly_ball/Codex_Workstation/F_1096,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
994,214,Codex_Workstation,F_1095,dataset/fly_ball/Codex_Workstation/F_1095,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
993,215,Codex_Workstation,F_1093,dataset/fly_ball/Codex_Workstation/F_1093,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
992,216,Codex_Workstation,F_1092,dataset/fly_ball/Codex_Workstation/F_1092,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
991,217,Codex_Workstation,F_1090,dataset/fly_ball/Codex_Workstation/F_1090,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
990,218,Codex_Workstation,F_1089,dataset/fly_ball/Codex_Workstation/F_1089,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
989,219,Codex_Workstation,F_1087,dataset/fly_ball/Codex_Workstation/F_1087,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
988,220,Codex_Workstation,F_1086,dataset/fly_ball/Codex_Workstation/F_1086,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
987,221,Codex_Workstation,F_1085,dataset/fly_ball/Codex_Workstation/F_1085,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
986,222,Codex_Workstation,F_1084,dataset/fly_ball/Codex_Workstation/F_1084,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
985,223,Codex_Workstation,F_1083,dataset/fly_ball/Codex_Workstation/F_1083,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
984,224,Codex_Workstation,F_1082,dataset/fly_ball/Codex_Workstation/F_1082,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
983,225,Codex_Workstation,F_1080,dataset/fly_ball/Codex_Workstation/F_1080,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
982,226,Codex_Workstation,F_1079,dataset/fly_ball/Codex_Workstation/F_1079,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
981,227,Codex_Workstation,F_1078,dataset/fly_ball/Codex_Workstation/F_1078,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
980,228,Codex_Workstation,F_1077,dataset/fly_ball/Codex_Workstation/F_1077,0.290,0.390,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
979,229,Codex_Workstation,F_1076,dataset/fly_ball/Codex_Workstation/F_1076,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
978,230,Codex_Workstation,F_1074,dataset/fly_ball/Codex_Workstation/F_1074,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
977,231,Codex_Workstation,F_1073,dataset/fly_ball/Codex_Workstation/F_1073,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
976,232,Codex_Workstation,F_1072,dataset/fly_ball/Codex_Workstation/F_1072,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
975,233,Codex_Workstation,F_1071,dataset/fly_ball/Codex_Workstation/F_1071,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
974,234,Codex_Workstation,F_1070,dataset/fly_ball/Codex_Workstation/F_1070,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
973,235,Codex_Workstation,F_1069,dataset/fly_ball/Codex_Workstation/F_1069,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
972,236,Codex_Workstation,F_1068,dataset/fly_ball/Codex_Workstation/F_1068,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
971,237,Codex_Workstation,F_1067,dataset/fly_ball/Codex_Workstation/F_1067,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
970,238,Codex_Workstation,F_1066,dataset/fly_ball/Codex_Workstation/F_1066,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
969,239,Codex_Workstation,F_1065,dataset/fly_ball/Codex_Workstation/F_1065,1.950,2.050,0.000,0.073,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
968,240,Codex_Workstation,F_1064,dataset/fly_ball/Codex_Workstation/F_1064,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
967,241,Codex_Workstation,F_1063,dataset/fly_ball/Codex_Workstation/F_1063,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
966,242,Codex_Workstation,F_1061,dataset/fly_ball/Codex_Workstation/F_1061,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
965,243,Codex_Workstation,F_1058,dataset/fly_ball/Codex_Workstation/F_1058,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
964,244,Codex_Workstation,F_1057,dataset/fly_ball/Codex_Workstation/F_1057,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
963,245,Codex_Workstation,F_1055,dataset/fly_ball/Codex_Workstation/F_1055,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
962,246,Codex_Workstation,F_1054,dataset/fly_ball/Codex_Workstation/F_1054,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
961,247,Codex_Workstation,F_1053,dataset/fly_ball/Codex_Workstation/F_1053,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
960,248,Codex_Workstation,F_1052,dataset/fly_ball/Codex_Workstation/F_1052,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
959,249,Codex_Workstation,F_1051,dataset/fly_ball/Codex_Workstation/F_1051,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
958,250,Codex_Workstation,F_1050,dataset/fly_ball/Codex_Workstation/F_1050,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
