sample_path,sample_id,label,old_region,new_region,suggested_region,old_bounce,new_bounce,old_event_start,old_event_end,new_event_start,new_event_end,changed_fields,region_status,bounce_status,time_status,audio_diff_peak_time,review_note,change_reason,time_reason,region_hint,clip_id
dataset\ground_ball\Codex_Workstation\G_048,G_048,ground_ball,4,4,2,yes,yes,1.740,1.840,1.740,1.840,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.200,,,global_audio_diff_peak_outside_event_tolerance:4.200,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824350_garrett-mitchell-singles-on-a-ground-ball-to-left-fielder-troy-johnst_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_049,G_049,ground_ball,2,2,,yes,yes,2.720,2.820,2.720,2.820,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.420,,,global_audio_diff_peak_outside_event_tolerance:3.420;large_refinement_shift:2.050->2.770,,MLB_824350_antonio-senzatela-in-play-run-s-to-sal-frelick_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_050,G_050,ground_ball,4,4,,yes,yes,2.120,2.220,2.120,2.220,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.360,,,global_audio_diff_peak_outside_event_tolerance:5.360;large_refinement_shift:1.400->2.170,"ambiguous:2,4",MLB_823453_tim-mayza-in-play-out-s-to-drew-romo-2zucik_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_051,G_051,ground_ball,3,3,1,yes,yes,1.160,1.260,1.160,1.260,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.200,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_825074_gabriel-moreno-grounds-out-third-baseman-curtis-mead-to-first-baseman_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_052,G_052,ground_ball,2,2,,yes,yes,4.240,4.340,4.240,4.340,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.880,,,global_audio_diff_peak_outside_event_tolerance:4.880,,MLB_823941_jose-soriano-in-play-run-s-to-kyle-tucker_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_053,G_053,ground_ball,3,3,4,no,no,0.740,0.840,0.740,0.840,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,0.800,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824429_gerrit-cole-in-play-run-s-to-angel-martinez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_054,G_054,ground_ball,3,3,4,yes,yes,1.920,2.020,1.920,2.020,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.020,,,global_audio_diff_peak_outside_event_tolerance:4.020,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_822805_louis-varland-in-play-out-s-to-j-t-realmuto_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_055,G_055,ground_ball,1,1,,yes,yes,1.140,1.240,1.140,1.240,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.620,,,global_audio_diff_peak_outside_event_tolerance:5.620;large_refinement_shift:2.050->1.190,,MLB_823214_brad-lord-takes-awkward-fall-stays-in-game_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_056,G_056,ground_ball,3,3,2,yes,yes,0.980,1.080,0.980,1.080,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.020,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_822970_yandy-diaz-singles-on-a-ground-ball-to-left-fielder-jarren-duran-nick_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_057,G_057,ground_ball,4,4,2,yes,yes,2.240,2.340,2.240,2.340,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.280,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823215_robbie-ray-in-play-out-s-to-nasim-nunez-yhwzs3_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_059,G_059,ground_ball,4,4,,yes,yes,2.600,2.700,2.600,2.700,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.660,,,,,MLB_824831_brandon-young-in-play-out-s-to-josh-naylor-wjmthr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_060,G_060,ground_ball,3,3,4,yes,yes,1.360,1.460,1.360,1.460,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.480,,,global_audio_diff_peak_outside_event_tolerance:3.480,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_822804_tyler-rogers-in-play-out-s-to-bryson-stott_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_061,G_061,ground_ball,4,4,2,yes,yes,1.220,1.320,1.220,1.320,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.260,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824590_chris-sale-throws-out-luisangel-acuna_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_062,G_062,ground_ball,4,4,2,yes,yes,2.020,2.120,2.020,2.120,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.060,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824348_troy-johnston-grounds-out-shortstop-dansby-swanson-to-first-baseman-m_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_063,G_063,ground_ball,2,2,3,yes,yes,3.470,3.570,3.470,3.570,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.520,,,,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_824287_riley-greene-s-rbi-groundout_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_064,G_064,ground_ball,2,2,,yes,yes,0.690,0.790,0.690,0.790,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.040,,,global_audio_diff_peak_outside_event_tolerance:3.040,,MLB_823389_mitch-keller-in-play-run-s-to-elly-de-la-cruz-tdkmqc_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_065,G_065,ground_ball,1,1,,yes,yes,4.820,4.920,4.820,4.920,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.460,,,global_audio_diff_peak_outside_event_tolerance:3.460;large_refinement_shift:4.000->4.870,,MLB_822744_aaron-ashby-in-play-run-s-to-brady-house_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_066,G_066,ground_ball,3,3,,yes,yes,3.440,3.540,3.440,3.540,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.380,,,global_audio_diff_peak_outside_event_tolerance:5.380,,MLB_822744_jake-irvin-in-play-run-s-to-luis-rengifo-bhyxu6_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_067,G_067,ground_ball,2,2,,yes,yes,4.640,4.740,4.640,4.740,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.360,,,global_audio_diff_peak_outside_event_tolerance:5.360;large_refinement_shift:3.950->4.690,,MLB_823557_fernando-cruz-in-play-run-s-to-dylan-beavers_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_068,G_068,ground_ball,1,1,4,yes,yes,3.460,3.560,3.460,3.560,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.520,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824366_zach-agnos-in-play-out-s-to-jonah-heim_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_069,G_069,ground_ball,2,2,4,yes,yes,3.320,3.420,3.320,3.420,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.360,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824366_grant-holmes-in-play-run-s-to-willi-castro_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_070,G_070,ground_ball,2,2,,yes,yes,2.160,2.260,2.160,2.260,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.620,,,global_audio_diff_peak_outside_event_tolerance:4.620;large_refinement_shift:3.000->2.210,"ambiguous:2,3,4",MLB_825012_joel-kuhnel-in-play-out-s-to-angel-martinez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_071,G_071,ground_ball,2,2,4,yes,yes,4.560,4.660,4.560,4.660,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.520,,,global_audio_diff_peak_outside_event_tolerance:3.520;large_refinement_shift:3.900->4.610,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823554_taylor-ward-grounds-out-to-first-baseman-ben-rice-dylan-beavers-score_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_072,G_072,ground_ball,1,1,,yes,yes,3.320,3.420,3.320,3.420,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.380,,,,,MLB_823388_sam-moll-in-play-run-s-to-henry-davis_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_073,G_073,ground_ball,1,1,,yes,yes,3.420,3.520,3.420,3.520,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.460,,,,,MLB_823388_rhett-lowder-in-play-out-s-to-nick-gonzales_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_074,G_074,ground_ball,4,4,,yes,yes,3.420,3.520,3.420,3.520,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.800,,,global_audio_diff_peak_outside_event_tolerance:4.800,,MLB_822746_brad-lord-in-play-run-s-to-joey-ortiz_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_075,G_075,ground_ball,1,1,4,yes,yes,2.480,2.580,2.480,2.580,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.020,,,global_audio_diff_peak_outside_event_tolerance:5.020,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_822746_jorbit-vivas-grounds-out-to-first-baseman-jake-bauers-ud4d3u_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_076,G_076,ground_ball,4,4,2,yes,yes,2.420,2.520,2.420,2.520,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.480,,,large_refinement_shift:3.000->2.470,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_822746_kyle-harrison-in-play-out-s-to-james-wood-j6yujz_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_077,G_077,ground_ball,2,2,4,yes,yes,1.160,1.260,1.160,1.260,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.200,,,large_refinement_shift:2.050->1.210,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824365_chase-dollander-in-play-out-s-to-ronald-acuna-jr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_078,G_078,ground_ball,1,1,,yes,yes,3.580,3.680,3.580,3.680,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.620,,,,,MLB_823144_lucas-erceg-in-play-out-s-to-j-p-crawford-dkjdno_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_079,G_079,ground_ball,1,1,,yes,yes,3.480,3.580,3.480,3.580,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.440,,,global_audio_diff_peak_outside_event_tolerance:4.440,,MLB_822742_richard-lovelady-in-play-run-s-to-garrett-mitchell_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_080,G_080,ground_ball,2,2,3,yes,yes,2.620,2.720,2.620,2.720,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.720,,,global_audio_diff_peak_outside_event_tolerance:5.720;large_refinement_shift:3.600->2.670,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823065_hyeseong-kim-singles-on-a-ground-ball-to-right-fielder-jordan-walker-_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_081,G_081,ground_ball,1,1,,yes,yes,4.420,4.520,4.420,4.520,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,4.620,,,,,MLB_823065_alex-call-singles-on-a-ground-ball-to-left-fielder-jose-fermin-andy-p_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_082,G_082,ground_ball,3,3,2,yes,yes,3.400,3.500,3.400,3.500,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.440,,,large_refinement_shift:4.000->3.450,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824043_clay-holmes-in-play-out-s-to-vaughn-grissom-wbkvjw_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_083,G_083,ground_ball,2,2,4,yes,yes,3.500,3.600,3.500,3.600,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.560,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824043_jack-kochanowicz-in-play-out-s-to-juan-soto_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_084,G_084,ground_ball,3,3,4,yes,yes,2.880,2.980,2.880,2.980,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.160,,,global_audio_diff_peak_outside_event_tolerance:5.160;large_refinement_shift:2.100->2.930,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824285_kyle-higashioka-s-rbi-groundout-x9594_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_085,G_085,ground_ball,2,2,3,yes,yes,2.580,2.680,2.580,2.680,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.540,,,global_audio_diff_peak_outside_event_tolerance:1.540;large_refinement_shift:2.050->2.630,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823874_liam-hicks-grounds-out-second-baseman-bryson-stott-to-first-baseman-b_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_086,G_086,ground_ball,1,1,1,yes,yes,3.380,3.480,3.380,3.480,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,3.440,,,large_refinement_shift:4.000->3.430,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823874_otto-lopez-grounds-out-third-baseman-alec-bohm-to-first-baseman-bryce_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_087,G_087,ground_ball,2,2,2,yes,yes,2.800,2.900,2.800,2.900,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,3.740,,,global_audio_diff_peak_outside_event_tolerance:3.740;large_refinement_shift:2.050->2.850,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824120_daniel-schneemann-grounds-out-shortstop-bobby-witt-jr-to-first-basema_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_088,G_088,ground_ball,1,1,2,yes,yes,4.880,4.980,4.880,4.980,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.680,,,global_audio_diff_peak_outside_event_tolerance:5.680;large_refinement_shift:4.000->4.930,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824201_ryan-weiss-in-play-run-s-to-shohei-ohtani_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_089,G_089,ground_ball,1,1,4,yes,yes,3.300,3.400,3.300,3.400,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.340,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823143_josh-naylor-grounds-out-to-first-baseman-matt-olson-mejv3r_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_090,G_090,ground_ball,2,2,,yes,yes,3.440,3.540,3.440,3.540,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.500,,,large_refinement_shift:4.000->3.490,,MLB_823228_randy-vasquez-in-play-run-s-to-rafael-devers_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_091,G_091,ground_ball,1,1,,yes,yes,4.420,4.520,4.420,4.520,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.640,,,global_audio_diff_peak_outside_event_tolerance:3.640,,MLB_824281_framber-valdez-in-play-run-s-to-isiah-kiner-falefa-a7cf80_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_092,G_092,ground_ball,2,2,,yes,yes,3.400,3.500,3.400,3.500,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.460,,,large_refinement_shift:4.000->3.450,,MLB_823553_david-bednar-in-play-run-s-to-jake-burger_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_093,G_093,ground_ball,1,1,,yes,yes,3.440,3.540,3.440,3.540,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.860,,,global_audio_diff_peak_outside_event_tolerance:5.860,,MLB_823227_logan-webb-in-play-run-s-to-xander-bogaerts-d0d75s_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_094,G_094,ground_ball,1,1,,yes,yes,3.420,3.520,3.420,3.520,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.460,,,large_refinement_shift:4.000->3.470,,MLB_822985_vladimir-guerrero-jr-grounds-out-softly-pitcher-shane-mcclanahan-to-f_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_095,G_095,ground_ball,3,3,,yes,yes,2.720,2.820,2.720,2.820,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.760,,,large_refinement_shift:2.250->2.770,"ambiguous:3,4",MLB_824036_noah-schultz-in-play-out-s-to-travis-d-arnaud_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_096,G_096,ground_ball,2,2,2,yes,yes,4.600,4.700,4.600,4.700,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,3.420,,,global_audio_diff_peak_outside_event_tolerance:3.420;large_refinement_shift:3.650->4.650,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823872_grant-wolfram-in-play-run-s-to-xavier-edwards_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_097,G_097,ground_ball,1,1,,yes,yes,4.600,4.700,4.600,4.700,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.640,,,large_refinement_shift:4.000->4.650,,MLB_824683_colin-rea-in-play-run-s-to-elly-de-la-cruz_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_098,G_098,ground_ball,1,1,,yes,yes,3.490,3.590,3.490,3.590,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.760,,,global_audio_diff_peak_outside_event_tolerance:5.760;large_refinement_shift:4.050->3.540,,MLB_824683_brady-singer-in-play-run-s-to-carson-kelly_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_099,G_099,ground_ball,3,3,,yes,yes,3.440,3.540,3.440,3.540,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.500,,,global_audio_diff_peak_outside_event_tolerance:5.500;large_refinement_shift:4.000->3.490,"ambiguous:1,2",MLB_824118_david-fry-grounds-out-third-baseman-maikel-garcia-to-shortstop-bobby-_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_100,G_100,ground_ball,3,3,3,yes,yes,4.600,4.700,4.600,4.700,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,4.540,,,large_refinement_shift:4.000->4.650,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_824361_michael-lorenzen-in-play-run-s-to-luis-torrens_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_101,G_101,ground_ball,1,1,,yes,yes,3.560,3.660,3.560,3.660,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.600,,,,,MLB_823551_tim-hill-in-play-run-s-to-ezequiel-duran_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_102,G_102,ground_ball,1,1,,yes,yes,3.600,3.700,3.600,3.700,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.440,,,,,MLB_824117_seth-lugo-in-play-run-s-to-daniel-schneemann_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_103,G_103,ground_ball,3,3,,yes,yes,2.700,2.800,2.700,2.800,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.180,,,global_audio_diff_peak_outside_event_tolerance:1.180;large_refinement_shift:1.950->2.750,"ambiguous:2,3",MLB_824117_slade-cecconi-in-play-out-s-to-bobby-witt-jr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_104,G_104,ground_ball,2,2,,yes,yes,2.500,2.600,2.500,2.600,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.540,,,large_refinement_shift:3.100->2.550,"ambiguous:2,4",MLB_824767_masataka-yoshida-grounds-out-second-baseman-ben-williamson-to-first-b_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_105,G_105,ground_ball,3,3,3,yes,yes,1.460,1.560,1.460,1.560,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,2.780,,,global_audio_diff_peak_outside_event_tolerance:2.780,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_824767_marcelo-mayer-grounds-out-second-baseman-ben-williamson-to-first-base_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_106,G_106,ground_ball,1,1,,yes,yes,3.480,3.580,3.480,3.580,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.520,,,,,MLB_824522_tejay-antone-in-play-out-s-to-isaac-paredes_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_107,G_107,ground_ball,2,2,1,yes,yes,1.720,1.820,1.720,1.820,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.780,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824116_kris-bubic-in-play-run-s-to-spencer-torkelson_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_108,G_108,ground_ball,3,3,3,yes,yes,0.960,1.060,0.960,1.060,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,4.160,,,global_audio_diff_peak_outside_event_tolerance:4.160,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_822904_carson-kelly-grounds-into-a-force-out-second-baseman-ezequiel-duran-t_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_109,G_109,ground_ball,3,3,2,no,no,1.320,1.420,1.320,1.420,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.380,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823303_yuki-matsui-in-play-out-s-to-masyn-winn-afadze_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_110,G_110,ground_ball,2,2,3,yes,yes,3.620,3.720,3.620,3.720,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,0.480,,,global_audio_diff_peak_outside_event_tolerance:0.480,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_822820_adam-frazier-in-play-run-s-to-tyler-heineman_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_111,G_111,ground_ball,1,1,1,yes,yes,3.400,3.500,3.400,3.500,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,3.440,,,large_refinement_shift:4.000->3.450,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824523_pierce-johnson-in-play-out-s-to-cam-smith_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_112,G_112,ground_ball,3,3,,yes,yes,2.000,2.100,2.000,2.100,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.520,,,global_audio_diff_peak_outside_event_tolerance:2.520,,MLB_824606_tyler-schweitzer-in-play-out-s-to-cole-young_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_113,G_113,ground_ball,1,1,2,yes,yes,2.620,2.720,2.620,2.720,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.660,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_825089_austin-warren-in-play-out-s-to-lourdes-gurriel-jr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_114,G_114,ground_ball,1,1,2,yes,yes,3.720,3.820,3.720,3.820,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.780,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823224_ryan-o-hearn-grounds-into-a-double-play-shortstop-willy-adames-to-fir_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_115,G_115,ground_ball,4,4,,yes,yes,1.140,1.240,1.140,1.240,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.200,,,,,MLB_823868_brady-house-s-rbi-groundout_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_116,G_116,ground_ball,2,2,,yes,yes,2.400,2.500,2.400,2.500,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.480,,,global_audio_diff_peak_outside_event_tolerance:1.480;large_refinement_shift:1.500->2.450,,MLB_824845_luis-severino-in-play-no-out-to-gunnar-henderson-vdr5pf_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_117,G_117,ground_ball,2,2,,yes,yes,3.360,3.460,3.360,3.460,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.420,,,,,MLB_824440_luis-garcia-in-play-run-s-to-chase-delauter_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_118,G_118,ground_ball,3,3,1,yes,yes,1.040,1.140,1.040,1.140,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.800,,,global_audio_diff_peak_outside_event_tolerance:3.800,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824440_gavin-williams-in-play-out-s-to-luke-keaschall-csjndn_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_119,G_119,ground_ball,3,3,,yes,yes,1.640,1.740,1.640,1.740,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.680,,,,,MLB_824605_brendan-donovan-grounds-out-to-first-baseman-munetaka-murakami_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_120,G_120,ground_ball,2,2,4,yes,yes,1.190,1.290,1.190,1.290,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.240,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824441_peyton-pallette-in-play-out-s-to-jorge-soler_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_121,G_121,ground_ball,3,3,,yes,yes,1.600,1.700,1.600,1.700,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.940,,,global_audio_diff_peak_outside_event_tolerance:5.940,,MLB_822901_michael-soroka-in-play-out-s-to-joc-pederson_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_122,G_122,ground_ball,1,1,,yes,yes,3.380,3.480,3.380,3.480,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.440,,,,,MLB_823953_wyatt-mills-in-play-run-s-to-jesus-rodriguez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_123,G_123,ground_ball,1,1,1,yes,yes,3.020,3.120,3.020,3.120,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,5.900,,,global_audio_diff_peak_outside_event_tolerance:5.900,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823953_roki-sasaki-in-play-out-s-to-heliot-ramos_head_0p000_6p000
